id,"gp","fund"
361,"歌斐资产管理有限公司","景林歌斐创世海外投资基金第一期2号基金"
362,"歌斐资产管理有限公司","景林歌斐创世海外投资基金第一期3号基金"
363,"歌斐资产管理有限公司","景林歌斐创世海外投资基金第一期基金"
364,"歌斐资产管理有限公司","景林歌斐创世海外投资基金第一期1号基金"
365,"歌斐资产管理有限公司","上海歌斐钥莱投资中心（有限合伙）"
366,"招商昆仑股权投资管理有限公司","中新建招商股权投资有限公司"
367,"招商昆仑股权投资管理有限公司","中安新招特殊机会投资基金"
368,"信达资本管理有限公司","信达领先股权投资有限公司"
369,"信达资本管理有限公司","宁波信安达投资合伙企业（有限合伙）"
370,"信达资本管理有限公司","芜湖信石天路投资管理合伙企业（有限合伙）"
371,"信达资本管理有限公司","信达股权投资有限公司"
372,"信达资本管理有限公司","石家庄通旭投资中心（有限合伙）"
373,"信达资本管理有限公司","台州市信泽建投资合伙企业（有限合伙）"
374,"信达资本管理有限公司","中国农业产业发展基金有限公司"
375,"信达资本管理有限公司","宁波沁泽股权投资合伙企业（有限合伙）"
376,"信达资本管理有限公司","信达国萃股权投资基金（上海）合伙企业（有限合伙）"
377,"信达资本管理有限公司","宁波春鸿投资管理合伙企业（有限合伙）"
378,"信达资本管理有限公司","信达财富投资管理有限公司"
379,"信达资本管理有限公司","宁波首泰信德投资合伙企业（有限合伙）"
380,"信达资本管理有限公司","台州市绿泰投资合伙企业（有限合伙）"
381,"信达资本管理有限公司","上海冬晟投资管理合伙企业（有限合伙）"
382,"信达资本管理有限公司","成都信达创富投资中心（有限合伙）"
383,"信达资本管理有限公司","宁波秋实投资管理合伙企业（有限合伙）"
384,"信达资本管理有限公司","甘肃宏达濬源投资中心（有限合伙）"
385,"信达资本管理有限公司","信达合力金生（天津）股权投资合伙企业（有限合伙）"
386,"信达资本管理有限公司","宁波春鸿二期投资管理合伙企业(有限合伙）"
387,"信达资本管理有限公司","信达合力（天津）股权投资合伙（有限合伙）"
388,"信达资本管理有限公司","信达资本（天津）股权投资合伙企业（有限合伙）"
389,"信达资本管理有限公司","宁波夏鼎投资管理合伙企业（有限合伙）"
390,"信达资本管理有限公司","信达股权投资（天津）有限公司"
391,"信达资本管理有限公司","宁波聚信通达投资管理合伙企业（有限合伙）"
392,"信达资本管理有限公司","宁波信泰开元股权投资合伙企业（有限合伙）"
393,"信达资本管理有限公司","宁波梅山保税港区福晟钱隆樽品投资合伙企业（有限合伙）"
394,"信达资本管理有限公司","芜湖信达丝绸之路投资合伙企业（有限合伙）"
395,"信达资本管理有限公司","宁波国寿大地投资合伙企业（有限合伙）"
396,"信达资本管理有限公司","宁波梅山保税港区华实投资合伙企业（有限合伙）"
397,"信达资本管理有限公司","深圳信达城市发展投资合伙企业（有限合伙）"
398,"信达资本管理有限公司","宁波梅山保税港区鑫临空投资合伙企业（有限合伙）"
399,"信达资本管理有限公司","宁波信泽凯投资合伙企业（有限合伙）"
400,"信达资本管理有限公司","宁波信泽康投资合伙企业（有限合伙）"
401,"信达资本管理有限公司","宁波市信泽瑞投资合伙企业（有限合伙）"
402,"信达资本管理有限公司","宁波信韵投资合伙企业（有限合伙）"
403,"信达资本管理有限公司","宁波正中信投资合伙企业（有限合伙）"
404,"信达资本管理有限公司","宁波合建观澜投资合伙企业（有限合伙）"
405,"信达资本管理有限公司","宁波信达天风投资合伙企业（有限合伙）"
406,"信达资本管理有限公司","宁波信润泰投资合伙企业（有限合伙）"
407,"信达资本管理有限公司","宁波东达信投资合伙企业（有限合伙）"
408,"信达资本管理有限公司","宁波祥云双信投资合伙企业（有限合伙）"
409,"信达资本管理有限公司","宁波鑫凤投资合伙企业（有限合伙）"
410,"信达资本管理有限公司","宁波京信汇铖投资合伙企业（有限合伙）"
411,"信达资本管理有限公司","宁波春鸿二号投资合伙企业（有限合伙）"
412,"建银城投（上海）环保股权投资管理有限公司","建银城投（上海）绿色环保股权投资有限公司"
413,"建银城投（上海）环保股权投资管理有限公司","贵州水利产业投资基金中心（有限合伙）"
414,"国药资本管理有限公司","上海国药股权投资基金合伙企业（有限合伙）"
415,"国药资本管理有限公司","上海国药并购股权投资基金合伙企业（有限合伙）"
416,"国药资本管理有限公司","上海国药圣礼股权投资基金合伙企业（有限合伙）"
417,"国药资本管理有限公司","上海国药三期股权投资基金合伙企业（有限合伙）"
418,"苏州工业园区元禾辰坤股权投资基金管理中心(有限合伙）","国创元禾创业投资基金（有限合伙）"
419,"苏州工业园区元禾辰坤股权投资基金管理中心(有限合伙）","苏州工业园区国创创业投资有限公司"
420,"苏州工业园区元禾辰坤股权投资基金管理中心(有限合伙）","苏州工业园区元禾秉胜股权投资基金合伙企业（有限合伙）"
421,"苏州工业园区元禾辰坤股权投资基金管理中心(有限合伙）","苏州工业园区国创启明股权投资合伙企业（有限合伙）"
422,"苏州工业园区元禾辰坤股权投资基金管理中心(有限合伙）","苏州工业园区元禾招商股权投资基金合伙企业（有限合伙）"
423,"苏州工业园区元禾辰坤股权投资基金管理中心(有限合伙）","苏州工业园区国创工盛股权投资合伙企业（有限合伙）"
424,"中信资本（天津）投资管理合伙企业（有限合伙）","上海泽望投资中心（有限合伙）"
425,"中信资本（天津）投资管理合伙企业（有限合伙）","中信资本（天津）股权投资合伙企业（有限合伙）"
426,"中信资本（天津）投资管理合伙企业（有限合伙）","嘉强顺风（深圳）股权投资合伙企业（有限合伙）"
427,"中信资本（天津）投资管理合伙企业（有限合伙）","北京信润恒股权投资合伙企业（有限合伙）"
428,"青岛金石润汇投资管理有限公司","青岛金石泓信投资中心（有限合伙）"
429,"青岛金石润汇投资管理有限公司","金石沣鸿（深圳）投资合伙企业（有限合伙）"
430,"青岛金石润汇投资管理有限公司","青岛金石智信投资中心（有限合伙）"
431,"红杉资本股权投资管理(天津）有限公司","天津风创新能股权投资基金合伙企业（有限合伙）"
432,"红杉资本股权投资管理(天津）有限公司","北京红杉信远股权投资中心（有限合伙）"
433,"红杉资本股权投资管理(天津）有限公司","绍兴红杉慧远股权投资合伙企业（有限合伙）"
434,"红杉资本股权投资管理(天津）有限公司","杭州红杉合远股权投资合伙企业（有限合伙）"
435,"红杉资本股权投资管理(天津）有限公司","上海贵远投资合伙企业（有限合伙）"
436,"红杉资本股权投资管理(天津）有限公司","天津红杉盛业股权投资合伙企业（有限合伙）"
437,"红杉资本股权投资管理(天津）有限公司","天津红杉弘业股权投资合伙企业（有限合伙）"
438,"红杉资本股权投资管理(天津）有限公司","北京红杉昌远股权投资中心（有限合伙）"
439,"红杉资本股权投资管理(天津）有限公司","天津红杉雅达股权投资合伙企业（有限合伙）"
440,"红杉资本股权投资管理(天津）有限公司","无锡红杉恒业股权投资合伙企业（有限合伙）"
441,"红杉资本股权投资管理(天津）有限公司","珠海红杉资本股权投资中心（有限合伙)"
442,"红杉资本股权投资管理(天津）有限公司","天津红杉开药股权投资合伙企业（有限合伙）"
443,"红杉资本股权投资管理(天津）有限公司","无锡红杉兴业股权投资合伙企业（有限合伙）"
444,"红杉资本股权投资管理(天津）有限公司","天津红杉基业股权投资合伙企业（有限合伙）"
445,"红杉资本股权投资管理(天津）有限公司","天津红杉建业股权投资合伙企业（有限合伙）"
446,"红杉资本股权投资管理(天津）有限公司","天津红杉聚业股权投资合伙企业（有限合伙）"
447,"红杉资本股权投资管理(天津）有限公司","天津红杉资本投资基金中心(有限合伙）"
448,"红杉资本股权投资管理(天津）有限公司","北京红杉尚业投资管理中心（有限合伙）"
449,"红杉资本股权投资管理(天津）有限公司","上海喆酉投资中心（有限合伙）"
450,"红杉资本股权投资管理(天津）有限公司","上海喆昆投资中心（有限合伙）"
451,"红杉资本股权投资管理(天津）有限公司","北京红杉佳远股权投资中心（有限合伙）"
452,"弘毅投资管理（天津）（有限合伙）","弘毅道远（天津）股权投资基金合伙企业（有限合伙)"
453,"弘毅投资管理（天津）（有限合伙）","北京弘毅贰零壹零股权投资中心（有限合伙）"
454,"弘毅投资管理（天津）（有限合伙）","弘毅创领（上海）股权投资基金合伙企业（有限合伙）"
455,"弘毅投资管理（天津）（有限合伙）","弘毅投资产业一期基金（天津）（有限合伙）"
456,"弘毅投资管理（天津）（有限合伙）","北京弘创投资管理中心（有限合伙）"
457,"弘毅投资管理（天津）（有限合伙）","弘毅贰零壹伍（深圳）地产投资中心（有限合伙）"
458,"弘毅投资管理（天津）（有限合伙）","西藏达孜弘毅二期夹层基金合伙企业（有限合伙）"
459,"弘毅投资管理（天津）（有限合伙）","弘毅贰零壹伍（上海）投资中心（有限合伙）"
460,"弘毅投资管理（天津）（有限合伙）","弘毅弘欣（深圳）股权投资基金合伙企业（有限合伙）"
461,"弘毅投资管理（天津）（有限合伙）","弘创（深圳）投资中心（有限合伙）"
462,"弘毅投资管理（天津）（有限合伙）","北京海淀科技产业空间优化基金中心（有限合伙）"
463,"弘毅投资管理（天津）（有限合伙）","深圳丰恒实业有限合伙企业（有限合伙）"
464,"弘毅投资管理（天津）（有限合伙）","弘毅弘量（深圳）股权投资基金合伙企业（有限合伙）"
465,"荣盛泰发（北京）投资基金管理股份有限公司","泰发-石家庄城市发展基金一期"
466,"荣盛泰发（北京）投资基金管理股份有限公司","泰发-固安城市发展基金"
467,"荣盛泰发（北京）投资基金管理股份有限公司","泰发-廊坊城市发展基金二期"
468,"荣盛泰发（北京）投资基金管理股份有限公司","泰发-济南城市发展基金"
469,"荣盛泰发（北京）投资基金管理股份有限公司","泰发-沈阳城市发展基金三期"
470,"荣盛泰发（北京）投资基金管理股份有限公司","泰发-沧州城市发展基金二期"
